[UID, JHJ0ekidS93_dk3145kIssW_Kj92rIesdDj]-
[TIME, 2015-04-29 16:12:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:18:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:19:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:20:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:21:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:22:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:23:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:52:76][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:27:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:28:19:64][010c, 315][010d, 246][0110, 56]-
